"rules" "support" "confidence" "coverage" "lift" "count"
"585" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=New Zealand} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"587" "{Economy_Category=Moderate,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"588" "{Economy_Category=Moderate,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.01 1 0.01 1 1
"589" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=New Zealand} => {Decade=-0s}" 0.01 1 0.01 1 1
"590" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=New Zealand} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"591" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=New Zealand} => {Decade=-0s}" 0.02 1 0.02 1 2
"593" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=New Zealand} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"595" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"596" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.03 1 0.03 1 3
"597" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=New Zealand} => {Decade=-0s}" 0.02 1 0.02 1 2
"599" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=New Zealand} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"601" "{Economy_Category=Economic,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"602" "{Economy_Category=Economic,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.03 1 0.03 1 3
"603" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=New Zealand} => {Decade=-0s}" 0.03 1 0.03 1 3
"606" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=New Zealand} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"609" "{Economy_Category=Very_Economic,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"610" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.05 1 0.05 1 5
"612" "{Wicket_Category=Five_Plus,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.06 1 0.06 1 6
"613" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.06 1 0.06 1 6
"615" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Pakistan} => {Decade=-0s}" 0.03 1 0.03 1 3
"617" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Pakistan} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"619" "{Economy_Category=Moderate,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"620" "{Economy_Category=Moderate,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.03 1 0.03 1 3
"621" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Pakistan} => {Decade=-0s}" 0.01 1 0.01 1 1
"623" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Pakistan} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"625" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"626" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.01 1 0.01 1 1
"627" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Pakistan} => {Decade=-0s}" 0.05 1 0.05 1 5
"630" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Pakistan} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"633" "{Economy_Category=Economic,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"634" "{Economy_Category=Economic,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.05 1 0.05 1 5
"635" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Pakistan} => {Decade=-0s}" 0.02 1 0.02 1 2
"637" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Pakistan} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"639" "{Economy_Category=Very_Economic,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"640" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.03 1 0.03 1 3
"641" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.1 1 0.1 1 10
"642" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.1 1 0.1 1 10
"644" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=South Africa} => {Decade=-0s}" 0.03 1 0.03 1 3
"646" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=South Africa} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"648" "{Economy_Category=Moderate,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"649" "{Economy_Category=Moderate,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.03 1 0.03 1 3
"650" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=South Africa} => {Decade=-0s}" 0.05 1 0.05 1 5
"653" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=South Africa} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"656" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"657" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.05 1 0.05 1 5
"658" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=South Africa} => {Decade=-0s}" 0.02 1 0.02 1 2
"660" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=South Africa} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"662" "{Economy_Category=Economic,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"663" "{Economy_Category=Economic,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.02 1 0.02 1 2
"664" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=South Africa} => {Decade=-0s}" 0.02 1 0.02 1 2
"665" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=South Africa} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"666" "{Economy_Category=Very_Economic,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"667" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.07 1 0.07 1 7
"669" "{Wicket_Category=Five_Plus,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"670" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.07 1 0.07 1 7
"672" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=India} => {Decade=-0s}" 0.02 1 0.02 1 2
"674" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=India} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"676" "{Economy_Category=Moderate,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"677" "{Economy_Category=Moderate,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.02 1 0.02 1 2
"678" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=India} => {Decade=-0s}" 0.04 1 0.04 1 4
"681" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=India} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"684" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"685" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.04 1 0.04 1 4
"686" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=India} => {Decade=-0s}" 0.05 1 0.05 1 5
"689" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=India} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"692" "{Economy_Category=Economic,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"693" "{Economy_Category=Economic,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.05 1 0.05 1 5
"694" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=India} => {Decade=-0s}" 0.02 1 0.02 1 2
"695" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=India} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"696" "{Economy_Category=Very_Economic,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.06 1 0.06 1 6
"697" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.06 1 0.06 1 6
"698" "{Wicket_Category=Five_Plus,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.1 1 0.1 1 10
"699" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.1 1 0.1 1 10
"701" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Australia} => {Decade=-0s}" 0.02 1 0.02 1 2
"703" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Team=Australia} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"705" "{Economy_Category=Moderate,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"706" "{Economy_Category=Moderate,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.02 1 0.02 1 2
"707" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s} => {Tournament_Stage=League}" 0.16 1 0.16 1 16
"708" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League} => {Decade=-0s}" 0.16 1 0.16 1 16
"710" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=Australia} => {Decade=-0s}" 0.01 1 0.01 1 1
"711" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Team=Australia} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"712" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Australia} => {Decade=-0s}" 0.03 1 0.03 1 3
"714" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Team=Australia} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"716" "{Wicket_Category=Four_Wickets,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"717" "{Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.04 1 0.04 1 4
"718" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Australia} => {Decade=-0s}" 0.07 1 0.07 1 7
"720" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Team=Australia} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"722" "{Economy_Category=Economic,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.08 1 0.08 1 8
"723" "{Economy_Category=Economic,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.08 1 0.08 1 8
"724" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Australia} => {Decade=-0s}" 0.07 1 0.07 1 7
"726" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Team=Australia} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"728" "{Economy_Category=Very_Economic,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.1 1 0.1 1 10
"729" "{Economy_Category=Very_Economic,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.1 1 0.1 1 10
"731" "{Wicket_Category=Five_Plus,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.16 1 0.16 1 16
"732" "{Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.16 1 0.16 1 16
"734" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Decade=-0s} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"735" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League} => {Decade=-0s}" 0.04 1 0.04 1 4
"736" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s} => {Tournament_Stage=League}" 0.25 1 0.25 1 25
"737" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League} => {Decade=-0s}" 0.25 1 0.25 1 25
"740" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s} => {Tournament_Stage=League}" 0.29 1 0.29 1 29
"741" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League} => {Decade=-0s}" 0.29 1 0.29 1 29
"743" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s} => {Tournament_Stage=League}" 0.22 1 0.22 1 22
"744" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League} => {Decade=-0s}" 0.22 1 0.22 1 22
"745" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=U.A.E.} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"746" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=U.A.E.} => {Decade=-0s}" 0.01 1 0.01 1 1
"749" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Namibia} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"750" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Namibia} => {Decade=-0s}" 0.01 1 0.01 1 1
"753" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Canada} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"754" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Canada} => {Decade=-0s}" 0.01 1 0.01 1 1
"757" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Kenya} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"758" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Kenya} => {Decade=-0s}" 0.01 1 0.01 1 1
"761" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Zimbabwe} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"762" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Zimbabwe} => {Decade=-0s}" 0.01 1 0.01 1 1
"765" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Zimbabwe} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"766" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Zimbabwe} => {Decade=-0s}" 0.01 1 0.01 1 1
"769" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"770" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"772" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"773" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"775" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"776" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"778" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"779" "{Economy_Category=Expensive,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.01 1 0.01 1 1
"781" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"782" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"784" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"785" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"788" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Bangladesh} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"789" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Bangladesh} => {Decade=-0s}" 0.01 1 0.01 1 1
"791" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"792" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"794" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"795" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"797" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"798" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.02 1 0.02 1 2
"801" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"802" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.01 1 0.01 1 1
"804" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Sri Lanka} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"805" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Sri Lanka} => {Decade=-0s}" 0.02 1 0.02 1 2
"807" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"808" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.02 1 0.02 1 2
"810" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"811" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.01 1 0.01 1 1
"813" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"814" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.01 1 0.01 1 1
"817" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=West Indies} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"818" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=West Indies} => {Decade=-0s}" 0.04 1 0.04 1 4
"821" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"822" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"824" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"825" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.05 1 0.05 1 5
"828" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=England} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"829" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=England} => {Decade=-0s}" 0.01 1 0.01 1 1
"831" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"832" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.01 1 0.01 1 1
"834" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"835" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.01 1 0.01 1 1
"836" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"837" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.02 1 0.02 1 2
"839" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"840" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.02 1 0.02 1 2
"842" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=New Zealand} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"843" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=New Zealand} => {Decade=-0s}" 0.03 1 0.03 1 3
"846" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"847" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.03 1 0.03 1 3
"849" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"850" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.01 1 0.01 1 1
"852" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"853" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.05 1 0.05 1 5
"856" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Pakistan} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"857" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Pakistan} => {Decade=-0s}" 0.02 1 0.02 1 2
"859" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"860" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.03 1 0.03 1 3
"862" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"863" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.05 1 0.05 1 5
"866" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"867" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.02 1 0.02 1 2
"869" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=South Africa} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"870" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=South Africa} => {Decade=-0s}" 0.02 1 0.02 1 2
"871" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"872" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.02 1 0.02 1 2
"874" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.04 1 0.04 1 4
"875" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.04 1 0.04 1 4
"878" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.05 1 0.05 1 5
"879" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.05 1 0.05 1 5
"882" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=India} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"883" "{Economy_Category=Very_Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=India} => {Decade=-0s}" 0.02 1 0.02 1 2
"884" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.02 1 0.02 1 2
"885" "{Economy_Category=Moderate,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.02 1 0.02 1 2
"887" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.01 1 0.01 1 1
"888" "{Economy_Category=Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.01 1 0.01 1 1
"889" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.03 1 0.03 1 3
"890" "{Economy_Category=Very_Economic,Wicket_Category=Four_Wickets,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.03 1 0.03 1 3
"892" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Decade=-0s,Team=Australia} => {Tournament_Stage=League}" 0.07 1 0.07 1 7
"893" "{Economy_Category=Economic,Wicket_Category=Five_Plus,Tournament_Stage=League,Team=Australia} => {Decade=-0s}" 0.07 1 0.07 1 7
